history,scenario,mode,attempt_budget,policy,requests,seeds,success_rate,success_rate_seed_sd,mean_cost,mean_attempts,cost_per_success,repeat_after_failure,retry_opportunities,first_failures,recovery_given_first_failure
200,id,episodic,1,repeat_initial,180,3,0.3333333333333333,0.1452966314513558,1.1705479899516755,1.0,3.5116439698550272,,0,120,0.0
200,id,episodic,1,switch_on_failure,180,3,0.3333333333333333,0.1452966314513558,1.1705479899516755,1.0,3.5116439698550272,,0,120,0.0
200,id,episodic,2,original,180,3,0.45555555555555555,0.13368010461684407,1.904798775090543,1.6666666666666667,4.181265603857291,0.9833333333333333,120,120,0.18333333333333332
200,id,episodic,2,ewma,180,3,0.48333333333333334,0.13228756555322954,2.009414884383528,1.5722222222222222,4.157410105621101,0.941747572815534,103,103,0.0970873786407767
200,id,episodic,2,repeat_initial,180,3,0.45,0.12583057392117916,1.904798775090543,1.6666666666666667,4.232886166867875,1.0,120,120,0.175
200,id,episodic,2,switch_on_failure,180,3,0.5666666666666667,0.05773502691896257,2.4306048736119887,1.6666666666666667,4.28930271813881,0.0,120,120,0.35
200,id,episodic,3,original,180,3,0.5222222222222223,0.1250925583244189,2.489677222971871,2.2111111111111112,4.767467022712095,0.9541284403669725,218,120,0.2833333333333333
200,id,episodic,3,ewma,180,3,0.5944444444444444,0.15485955405295945,2.649910686575651,2.088888888888889,4.457793678351572,0.9183673469387755,196,103,0.2912621359223301
200,id,episodic,3,repeat_initial,180,3,0.5055555555555555,0.10046189622236178,2.512274392703523,2.216666666666667,4.969333963589388,1.0,219,120,0.25833333333333336
200,id,episodic,3,switch_on_failure,180,3,0.6666666666666666,0.028867513459481315,4.073596871057531,2.1,6.110395306586307,0.0,198,120,0.5
200,id,episodic,5,original,180,3,0.6055555555555555,0.15485955405295948,3.4902689772203535,3.1166666666666667,5.7637469348593005,0.9343832020997376,381,120,0.4083333333333333
200,id,episodic,5,ewma,180,3,0.7055555555555556,0.16358257627039396,3.5015175998788854,2.816666666666667,4.962780850222051,0.8532110091743119,327,103,0.4854368932038835
200,id,episodic,5,repeat_initial,180,3,0.5833333333333334,0.11666666666666668,3.502728995725487,3.138888888888889,6.0046782783865496,1.0,385,120,0.375
200,id,episodic,5,switch_on_failure,180,3,0.7,0.02886751345948125,5.545784817391333,2.433333333333333,7.922549739130486,0.0,258,120,0.55
200,arm_shift,episodic,1,original,180,3,0.4,0.06009252125773318,1.1705479899516755,1.0,2.926369974879189,,0,108,0.0
200,arm_shift,episodic,1,ewma,180,3,0.35,0.06009252125773318,1.2982007753470182,1.0,3.7091450724200588,,0,117,0.0
200,arm_shift,episodic,1,repeat_initial,180,3,0.4,0.06009252125773318,1.1705479899516755,1.0,2.926369974879189,,0,108,0.0
200,arm_shift,episodic,1,switch_on_failure,180,3,0.4,0.06009252125773318,1.1705479899516755,1.0,2.926369974879189,,0,108,0.0
200,arm_shift,episodic,2,original,180,3,0.5277777777777778,0.03849001794597508,1.8810932370755653,1.6,3.5641766597221247,0.9629629629629629,108,108,0.21296296296296297
200,arm_shift,episodic,2,ewma,180,3,0.4722222222222222,0.09179284245476835,2.1427894168870214,1.65,4.537671706348995,0.9658119658119658,117,117,0.18803418803418803
200,arm_shift,episodic,2,repeat_initial,180,3,0.5277777777777778,0.03849001794597508,1.8981348512516616,1.6,3.596466033950518,1.0,108,108,0.21296296296296297
200,arm_shift,episodic,2,switch_on_failure,180,3,0.5611111111111111,0.03469443332443553,2.198812356704022,1.6,3.9186754871952916,0.0,108,108,0.26851851851851855
200,arm_shift,episodic,3,original,180,3,0.5944444444444444,0.03849001794597504,2.443643704703236,2.0722222222222224,4.110802493893296,0.9430051813471503,193,108,0.32407407407407407
200,arm_shift,episodic,3,ewma,180,3,0.5222222222222223,0.09179284245476838,2.8373574588419443,2.1777777777777776,5.43323768714416,0.9528301886792453,212,117,0.26495726495726496
200,arm_shift,episodic,3,repeat_initial,180,3,0.5888888888888889,0.05091750772173154,2.480254058270234,2.0722222222222224,4.211752174421153,1.0,193,108,0.3148148148148148
200,arm_shift,episodic,3,switch_on_failure,180,3,0.6388888888888888,0.01924500897298752,3.9336655852751568,2.0388888888888888,6.1570417856480795,0.0,187,108,0.39814814814814814
200,arm_shift,episodic,5,original,180,3,0.6666666666666666,0.04409585518440981,3.3664988803440994,2.8444444444444446,5.049748320516151,0.9246987951807228,332,108,0.4444444444444444
200,arm_shift,episodic,5,ewma,180,3,0.6166666666666667,0.08819171036881966,3.9688503683521366,3.066666666666667,6.435973570300773,0.8763440860215054,372,117,0.41025641025641024
200,arm_shift,episodic,5,repeat_initial,180,3,0.6611111111111111,0.0751541625470482,3.391969472432689,2.85,5.130710126368775,1.0,333,108,0.4351851851851852
200,arm_shift,episodic,5,switch_on_failure,180,3,0.7111111111111111,0.0509175077217316,5.532963240129652,2.4,7.780729556432332,0.0,252,108,0.5185185185185185
1000,id,episodic,1,original,180,3,0.35,0.08660254037844388,1.5873857390510877,1.0,4.535387825860255,,0,117,0.0
1000,id,episodic,1,ewma,180,3,0.48333333333333334,0.1258305739211792,1.3765416570059803,1.0,2.8480172213916877,,0,93,0.0
1000,id,episodic,1,repeat_initial,180,3,0.35,0.08660254037844388,1.5873857390510877,1.0,4.535387825860255,,0,117,0.0
1000,id,episodic,1,switch_on_failure,180,3,0.35,0.08660254037844388,1.5873857390510877,1.0,4.535387825860255,,0,117,0.0
1000,id,episodic,2,original,180,3,0.5,0.12018504251546631,2.531822725470836,1.65,5.063645450941677,0.9572649572649573,117,117,0.23076923076923078
1000,id,episodic,2,ewma,180,3,0.5722222222222222,0.13877773329774218,2.054944337420182,1.5166666666666666,3.5911648615110034,0.8709677419354839,93,93,0.17204301075268819
1000,id,episodic,2,repeat_initial,180,3,0.4888888888888889,0.10715167512214395,2.5804204427843196,1.65,5.278132723877023,1.0,117,117,0.21367521367521367
1000,id,episodic,2,switch_on_failure,180,3,0.5722222222222222,0.06938886664887108,3.4077008339417287,1.65,5.955205340869051,0.0,117,117,0.3418803418803419
1000,id,episodic,3,original,180,3,0.5444444444444444,0.11097213530798987,3.2574893248153822,2.15,5.983143657824177,0.9565217391304348,207,117,0.29914529914529914
1000,id,episodic,3,ewma,180,3,0.6722222222222223,0.07698003589195009,2.6166597515826373,1.9444444444444444,3.892551696569219,0.7764705882352941,170,93,0.3655913978494624
1000,id,episodic,3,repeat_initial,180,3,0.5333333333333333,0.10137937550497032,3.3730309490557437,2.161111111111111,6.3244330294795255,1.0,209,117,0.28205128205128205
1000,id,episodic,3,switch_on_failure,180,3,0.6555555555555556,0.03849001794597504,4.754700586698783,2.077777777777778,7.252933098354085,0.0,194,117,0.4700854700854701
1000,id,episodic,5,original,180,3,0.6277777777777778,0.09179284245476838,4.134929228913773,2.9055555555555554,6.586612931013096,0.9533527696793003,343,117,0.42735042735042733
1000,id,episodic,5,ewma,180,3,0.8,0.016666666666666663,3.3834500157597827,2.5444444444444443,4.229312519699735,0.6618705035971223,278,93,0.6129032258064516
1000,id,episodic,5,repeat_initial,180,3,0.6111111111111112,0.08552669065744804,4.182178038833235,2.8944444444444444,6.843564063545299,1.0,341,117,0.4017094017094017
1000,id,episodic,5,switch_on_failure,180,3,0.6944444444444444,0.03469443332443553,6.060343841990922,2.3944444444444444,8.726895132466932,0.0,251,117,0.5299145299145299
1000,arm_shift,episodic,1,original,180,3,0.32222222222222224,0.04194352464039305,1.5873857390510877,1.0,4.926369534986139,,0,122,0.0
1000,arm_shift,episodic,1,ewma,180,3,0.32222222222222224,0.058531409738070785,1.3765416570059803,1.0,4.2720258320875315,,0,122,0.0
1000,arm_shift,episodic,1,repeat_initial,180,3,0.32222222222222224,0.04194352464039305,1.5873857390510877,1.0,4.926369534986139,,0,122,0.0
1000,arm_shift,episodic,1,switch_on_failure,180,3,0.32222222222222224,0.04194352464039305,1.5873857390510877,1.0,4.926369534986139,,0,122,0.0
1000,arm_shift,episodic,2,original,180,3,0.45555555555555555,0.0481125224324688,2.6830617494933056,1.6777777777777778,5.889647742790189,0.9508196721311475,122,122,0.19672131147540983
1000,arm_shift,episodic,2,ewma,180,3,0.4444444444444444,0.04194352464039305,2.2943963301902555,1.6777777777777778,5.162391742928082,0.8770491803278688,122,122,0.18032786885245902
1000,arm_shift,episodic,2,repeat_initial,180,3,0.4444444444444444,0.03849001794597504,2.7461739557680804,1.6777777777777778,6.178891400478188,1.0,122,122,0.18032786885245902
1000,arm_shift,episodic,2,switch_on_failure,180,3,0.4777777777777778,0.05357583756107198,3.354632196984372,1.6777777777777778,7.021323202990557,0.0,122,122,0.22950819672131148
1000,arm_shift,episodic,3,original,180,3,0.5222222222222223,0.048112522432468836,3.6081901426643745,2.2222222222222223,6.909300273187108,0.9454545454545454,220,122,0.29508196721311475
1000,arm_shift,episodic,3,ewma,180,3,0.5222222222222223,0.06938886664887108,3.0470676525006195,2.2333333333333334,5.834810398405452,0.8108108108108109,222,122,0.29508196721311475
1000,arm_shift,episodic,3,repeat_initial,180,3,0.5111111111111111,0.03849001794597504,3.7574686981147982,2.2333333333333334,7.351569191963742,1.0,222,122,0.2786885245901639
1000,arm_shift,episodic,3,switch_on_failure,180,3,0.6222222222222222,0.053575837561071975,5.058178215626318,2.2,8.129214989399449,0.0,216,122,0.4426229508196721
1000,arm_shift,episodic,5,original,180,3,0.5944444444444444,0.048112522432468836,4.594777136540257,3.011111111111111,7.729531631563057,0.93646408839779,362,122,0.4016393442622951
1000,arm_shift,episodic,5,ewma,180,3,0.6222222222222222,0.09765775461803854,4.2341573167365265,3.1222222222222222,6.8048956876122855,0.7356020942408377,382,122,0.4426229508196721
1000,arm_shift,episodic,5,repeat_initial,180,3,0.5611111111111111,0.03469443332443553,4.642429544336446,2.966666666666667,8.273636811688723,1.0,354,122,0.3524590163934426
1000,arm_shift,episodic,5,switch_on_failure,180,3,0.7222222222222222,0.06309898162000305,6.549566191668622,2.5555555555555554,9.06863011154117,0.0,280,122,0.5901639344262295
