history,scenario,attempt_budget,policy,unique_questions,seeds,success,success_low,success_high,success_delta_vs_original,success_delta_vs_original_low,success_delta_vs_original_high,cost_delta_vs_original,cost_delta_vs_original_low,cost_delta_vs_original_high
1000,id,2,repeat_initial,60,3,0.4888888888888889,0.38888888888888895,0.5888888888888888,-0.01111111111111111,-0.027777777777777776,0.0,0.048597717313483654,0.0024639470844351084,0.11423704880306361
1000,id,2,switch_on_failure,60,3,0.5722222222222222,0.4777777777777778,0.6555555555555554,0.07222222222222222,0.0055555555555555575,0.13333333333333333,0.8758781084708932,0.6563942356090328,1.1133493581545875
1000,id,3,original,60,3,0.5444444444444444,0.4444444444444445,0.6444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
1000,id,3,ewma,60,3,0.6722222222222224,0.5722222222222222,0.7666666666666667,0.12777777777777774,0.049999999999999996,0.20555555555555557,-0.640829573232745,-1.0430256836505822,-0.25804280844692584
1000,id,3,repeat_initial,60,3,0.5333333333333333,0.4331944444444443,0.6333333333333333,-0.01111111111111111,-0.027777777777777776,0.0,0.11554162424036231,0.012790634057839425,0.23361903112408305
1000,id,3,switch_on_failure,60,3,0.6555555555555554,0.5611111111111113,0.7445833333333327,0.1111111111111111,0.03888888888888888,0.1833333333333334,1.4972112618834008,1.1066402733970466,1.877297492353805
1000,id,5,original,60,3,0.6277777777777778,0.5277777777777778,0.7222222222222221,0.0,0.0,0.0,0.0,0.0,0.0
1000,id,5,ewma,60,3,0.8,0.7,0.8833333333333332,0.17222222222222222,0.08888888888888892,0.2555555555555556,-0.7514792131539905,-1.1909167064602442,-0.3223334007216659
1000,id,5,repeat_initial,60,3,0.611111111111111,0.5111111111111111,0.7055555555555556,-0.016666666666666666,-0.03888888888888888,0.0,0.047248809919461676,-0.02812479117909205,0.13608111283527866
1000,id,5,switch_on_failure,60,3,0.6944444444444444,0.6,0.7833333333333333,0.06666666666666667,-0.022222222222222223,0.15555555555555556,1.925414613077148,1.3667378195612545,2.498833367136276
200,arm_shift,1,original,60,3,0.39999999999999997,0.3,0.488888888888889,0.0,0.0,0.0,0.0,0.0,0.0
200,arm_shift,1,ewma,60,3,0.35,0.27222222222222225,0.427916666666666,-0.049999999999999996,-0.11666666666666664,0.022222222222222223,0.1276527853953425,0.06574041466629915,0.17437163982156137
200,arm_shift,1,repeat_initial,60,3,0.39999999999999997,0.3,0.488888888888889,0.0,0.0,0.0,0.0,0.0,0.0
200,arm_shift,1,switch_on_failure,60,3,0.39999999999999997,0.3,0.488888888888889,0.0,0.0,0.0,0.0,0.0,0.0
200,arm_shift,2,original,60,3,0.5277777777777777,0.42763888888888885,0.6277777777777778,0.0,0.0,0.0,0.0,0.0,0.0
200,arm_shift,2,ewma,60,3,0.47222222222222215,0.3722222222222222,0.5722222222222223,-0.05555555555555555,-0.11666666666666665,0.016666666666666666,0.26169617981145554,0.12556935039463524,0.38481576924375943
200,arm_shift,2,repeat_initial,60,3,0.5277777777777777,0.42777777777777776,0.6277777777777777,0.0,-0.016666666666666666,0.016666666666666666,0.017041614176096294,-0.005054250429610471,0.05112484252828889
200,arm_shift,2,switch_on_failure,60,3,0.5611111111111112,0.4609722222222222,0.6611111111111111,0.03333333333333333,-0.027777777777777776,0.09444444444444446,0.31771911962845645,0.18172606253110082,0.4779035303874997
200,arm_shift,3,original,60,3,0.5944444444444446,0.49999999999999994,0.6944444444444444,0.0,0.0,0.0,0.0,0.0,0.0
200,arm_shift,3,ewma,60,3,0.5222222222222223,0.42777777777777776,0.6222222222222221,-0.07222222222222223,-0.13333333333333333,-0.011111111111111108,0.3937137541387087,0.1709991965676262,0.59376635282426
200,arm_shift,3,repeat_initial,60,3,0.5888888888888889,0.49444444444444446,0.6888888888888888,-0.005555555555555555,-0.027777777777777776,0.01111111111111111,0.03661035356699785,-0.013136931199971261,0.0960968914414541
200,arm_shift,3,switch_on_failure,60,3,0.638888888888889,0.538888888888889,0.7388888888888889,0.04444444444444444,-0.03333333333333333,0.11666666666666664,1.49002188057192,1.0764364685104753,1.8884009758579692
200,arm_shift,5,original,60,3,0.6666666666666667,0.5722222222222223,0.7555555555555556,0.0,0.0,0.0,0.0,0.0,0.0
200,arm_shift,5,ewma,60,3,0.6166666666666666,0.5222222222222223,0.7111111111111111,-0.05,-0.10555555555555556,0.005555555555555553,0.6023514880080361,0.2870489736390891,0.9295669883914863
200,arm_shift,5,repeat_initial,60,3,0.6611111111111111,0.5611111111111112,0.7555555555555554,-0.005555555555555554,-0.03888888888888889,0.02222222222222222,0.02547059208858896,-0.05759912665124585,0.11540344093786745
200,arm_shift,5,switch_on_failure,60,3,0.711111111111111,0.611111111111111,0.8055555555555556,0.04444444444444444,-0.03333333333333334,0.12222222222222223,2.166464359785553,1.4282749593765605,2.853851088142639
200,id,1,original,60,3,0.33333333333333326,0.24430555555555553,0.42777777777777776,0.0,0.0,0.0,0.0,0.0,0.0
200,id,1,ewma,60,3,0.4277777777777777,0.3333333333333332,0.5277777777777778,0.09444444444444443,0.022222222222222216,0.16666666666666663,0.1276527853953425,0.06575662122448768,0.17438784637974986
200,id,1,repeat_initial,60,3,0.33333333333333326,0.24430555555555553,0.42777777777777776,0.0,0.0,0.0,0.0,0.0,0.0
200,id,1,switch_on_failure,60,3,0.33333333333333326,0.24430555555555553,0.42777777777777776,0.0,0.0,0.0,0.0,0.0,0.0
200,id,2,original,60,3,0.45555555555555555,0.3555555555555554,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0
200,id,2,ewma,60,3,0.4833333333333333,0.3943055555555554,0.5777777777777778,0.027777777777777776,-0.04458333333333334,0.09458333333333259,0.104616109292985,0.014074155283956547,0.20224362947095534
200,id,2,repeat_initial,60,3,0.45,0.34444444444444444,0.5555555555555555,-0.005555555555555555,-0.016666666666666666,0.0,0.0,-0.007581375644415707,0.007581375644415707
200,id,2,switch_on_failure,60,3,0.5666666666666665,0.46666666666666673,0.6611111111111112,0.1111111111111111,0.049999999999999996,0.17777777777777776,0.5258060985214457,0.3758873315257002,0.6904570358974708
200,id,3,original,60,3,0.5222222222222223,0.4222222222222222,0.6222222222222221,0.0,0.0,0.0,0.0,0.0,0.0
200,id,3,ewma,60,3,0.5944444444444446,0.5055555555555555,0.683333333333333,0.0722222222222222,0.005555555555555555,0.1388888888888889,0.16023346360378005,-0.0035293006727470126,0.3249305827971777
200,id,3,repeat_initial,60,3,0.5055555555555556,0.4054166666666665,0.6055555555555556,-0.016666666666666666,-0.03888888888888888,0.0,0.02259716973165186,-0.005054250429610472,0.06276283901126921
200,id,3,switch_on_failure,60,3,0.6666666666666665,0.5777777777777777,0.7555555555555552,0.14444444444444443,0.06111111111111111,0.23333333333333325,1.58391964808566,1.2140094847131109,1.9770463255579176
200,id,5,original,60,3,0.6055555555555556,0.5055555555555554,0.7056944444444438,0.0,0.0,0.0,0.0,0.0,0.0
200,id,5,ewma,60,3,0.7055555555555555,0.6166666666666667,0.7944444444444441,0.09999999999999999,0.04444444444444444,0.15555555555555556,0.011248622658532038,-0.25483617189461144,0.2698219983055455
200,id,5,repeat_initial,60,3,0.5833333333333334,0.4777777777777777,0.6944444444444444,-0.02222222222222222,-0.05,0.0,0.01246001850513315,-0.06384249426210714,0.08841000790612416
200,id,5,switch_on_failure,60,3,0.6999999999999998,0.611111111111111,0.7888888888888889,0.09444444444444443,-0.011111111111111112,0.1888888888888889,2.05551584017098,1.461867979133976,2.6706907129885487
50,arm_shift,1,original,60,3,0.37777777777777766,0.2944444444444445,0.46111111111111114,0.0,0.0,0.0,0.0,0.0,0.0
50,arm_shift,1,ewma,60,3,0.3444444444444444,0.2611111111111111,0.4333333333333333,-0.03333333333333333,-0.07777777777777777,0.01111111111111111,0.054366154165990645,-0.007515451549059538,0.1036753119373845
50,arm_shift,1,repeat_initial,60,3,0.37777777777777766,0.2944444444444445,0.46111111111111114,0.0,0.0,0.0,0.0,0.0,0.0
50,arm_shift,1,switch_on_failure,60,3,0.37777777777777766,0.2944444444444445,0.46111111111111114,0.0,0.0,0.0,0.0,0.0,0.0
50,arm_shift,2,original,60,3,0.5111111111111111,0.42208333333333314,0.6055555555555557,0.0,0.0,0.0,0.0,0.0,0.0
50,arm_shift,2,ewma,60,3,0.4999999999999999,0.40555555555555556,0.5999999999999999,-0.011111111111111108,-0.06666666666666668,0.044444444444444446,0.1414173793377743,0.039896989714975954,0.23852371390157123
50,arm_shift,2,repeat_initial,60,3,0.5111111111111111,0.42222222222222217,0.6055555555555556,0.0,-0.016666666666666666,0.016666666666666666,0.009460238531680591,-0.044191729211413545,0.07762669523606579
50,arm_shift,2,switch_on_failure,60,3,0.5333333333333333,0.4277777777777778,0.6444444444444443,0.022222222222222216,-0.04444444444444443,0.08888888888888886,0.8058998606540568,0.573004676686589,1.039443306949065
50,arm_shift,3,original,60,3,0.5777777777777778,0.48888888888888893,0.6722222222222219,0.0,0.0,0.0,0.0,0.0,0.0
50,arm_shift,3,ewma,60,3,0.5666666666666667,0.4722222222222222,0.6611111111111111,-0.011111111111111112,-0.07222222222222222,0.04444444444444444,0.1790962672520185,0.02226122377539829,0.33717798162267554
50,arm_shift,3,repeat_initial,60,3,0.5666666666666667,0.4833333333333333,0.6555555555555556,-0.01111111111111111,-0.027777777777777776,0.0,-0.005054250429610467,-0.10038335479746154,0.09523279266847694
50,arm_shift,3,switch_on_failure,60,3,0.6222222222222222,0.5222222222222223,0.716805555555555,0.04444444444444444,-0.022222222222222216,0.10555555555555554,1.7041605007272496,1.2038540373320195,2.20866405802594
50,arm_shift,5,original,60,3,0.6555555555555556,0.5611111111111112,0.7444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
50,arm_shift,5,ewma,60,3,0.6555555555555554,0.5611111111111111,0.7444444444444442,1.8503717077085942e-18,-0.03888888888888889,0.04444444444444444,0.24154510218836991,-0.01104715434013528,0.4918293651117953
50,arm_shift,5,repeat_initial,60,3,0.6444444444444444,0.55,0.7333333333333333,-0.011111111111111112,-0.03888888888888888,0.016666666666666666,-0.01994368690033115,-0.1379968336059765,0.09469557515464161
50,arm_shift,5,switch_on_failure,60,3,0.7277777777777779,0.6277777777777778,0.8166666666666664,0.07222222222222222,-0.00013888888888888257,0.1444444444444445,2.3656807873111334,1.6589721577945231,3.0865952207669896
50,id,1,original,60,3,0.36666666666666664,0.2833333333333333,0.45000000000000007,0.0,0.0,0.0,0.0,0.0,0.0
50,id,1,ewma,60,3,0.39444444444444443,0.3111111111111111,0.4833333333333331,0.027777777777777776,-0.005555555555555555,0.06666666666666667,0.054366154165990645,-0.009394314436324424,0.1036121338070147
50,id,1,repeat_initial,60,3,0.36666666666666664,0.2833333333333333,0.45000000000000007,0.0,0.0,0.0,0.0,0.0,0.0
50,id,1,switch_on_failure,60,3,0.36666666666666664,0.2833333333333333,0.45000000000000007,0.0,0.0,0.0,0.0,0.0,0.0
50,id,2,original,60,3,0.4777777777777778,0.3833333333333332,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
50,id,2,ewma,60,3,0.5111111111111112,0.41666666666666674,0.5999999999999998,0.03333333333333333,-0.005555555555555555,0.07236111111111035,0.08536051865627364,-0.001874505425824896,0.1608803606972402
50,id,2,repeat_initial,60,3,0.4777777777777778,0.3833333333333332,0.5666666666666667,0.0,0.0,0.0,-0.007581375644415707,-0.056179092957899364,0.04101634166906796
50,id,2,switch_on_failure,60,3,0.5166666666666666,0.4222222222222222,0.6055555555555556,0.03888888888888888,-0.022222222222222223,0.09999999999999999,1.18345275379506,1.0079515965904935,1.3659032308746901
50,id,3,original,60,3,0.5277777777777778,0.42777777777777776,0.6222222222222223,0.0,0.0,0.0,0.0,0.0,0.0
50,id,3,ewma,60,3,0.611111111111111,0.5111111111111112,0.7111111111111109,0.08333333333333331,0.03333333333333333,0.1388888888888889,0.05462023463310173,-0.07391646357469712,0.17501083322701508
50,id,3,repeat_initial,60,3,0.5333333333333333,0.43333333333333324,0.6333333333333332,0.005555555555555555,-0.01111111111111111,0.027777777777777776,-0.0587062181727046,-0.15339073414305524,0.04607059209867843
50,id,3,switch_on_failure,60,3,0.6444444444444444,0.5500000000000002,0.7333333333333332,0.11666666666666667,0.038888888888888896,0.20013888888888823,2.0631137890634768,1.7323526386670456,2.3917604824312213
50,id,5,original,60,3,0.6055555555555556,0.5111111111111108,0.7055555555555557,0.0,0.0,0.0,0.0,0.0,0.0
50,id,5,ewma,60,3,0.7333333333333332,0.6444444444444443,0.8222222222222222,0.12777777777777777,0.06666666666666667,0.18902777777777707,-0.07434694453424093,-0.266623923615399,0.11000698413397465
50,id,5,repeat_initial,60,3,0.5944444444444446,0.49999999999999983,0.7,-0.01111111111111111,-0.027777777777777776,0.0,-0.10592637772486843,-0.2297863138297695,0.013866226633750704
50,id,5,switch_on_failure,60,3,0.6999999999999998,0.6055555555555557,0.7833333333333333,0.09444444444444447,0.005555555555555549,0.18333333333333338,2.6417131035431853,2.0972980583426493,3.1770875709505506
